,order_date,order_id,customer,grand_total
2568,2013-10-02,CA-2013-155992,Chris Cortes,112
2569,2013-08-14,CA-2013-156251,Theresa Swint,250
2570,2013-08-03,CA-2013-156265,Barry Franz�sisch,483
2571,2013-12-30,CA-2013-156300,Troy Blackwell,754
2572,2013-10-15,CA-2013-156503,Nathan Cano,305
2573,2013-05-30,CA-2013-156573,Raymond Buch,60
2574,2013-07-09,CA-2013-156685,Scot Coram,911
2575,2013-12-01,CA-2013-156748,Bruce Stewart,934
2576,2013-10-28,CA-2013-156811,Bart Pistole,69
2577,2013-07-17,CA-2013-157000,Alice McCarthy,57
2578,2013-07-17,CA-2013-157161,Jonathan Doherty,199
2579,2013-07-20,CA-2013-157217,Tracy Collins,426
2580,2013-05-20,CA-2013-157245,Laurel Elliston,642
2581,2013-12-25,CA-2013-157259,Jessica Myrick,800
2582,2013-05-27,CA-2013-157266,Toby Braunhardt,83
2583,2013-11-06,CA-2013-157280,Liz Willingham,1121
2584,2013-12-02,CA-2013-157336,Shirley Jackson,840
2585,2013-11-20,CA-2013-157364,Liz Thompson,18
2586,2013-09-19,CA-2013-157511,Seth Vernon,107
2587,2013-07-15,CA-2013-157588,Anemone Ratner,88
2588,2013-10-02,CA-2013-157686,Brian DeCherney,195
2589,2013-10-11,CA-2013-157707,Corey Catlett,228
2590,2013-09-27,CA-2013-157714,Charles Sheldon,10
2591,2013-12-30,CA-2013-157742,Ken Lonsdale,28
2592,2013-06-05,CA-2013-157749,Ken Lonsdale,678
2593,2013-07-19,CA-2013-157763,Katharine Harms,141
2594,2013-12-24,CA-2013-157791,Carol Adams,2000
2595,2013-12-24,CA-2013-157868,Matt Collister,25
2596,2013-08-24,CA-2013-158001,Jennifer Patt,1091
2597,2013-01-31,CA-2013-158043,Jason Klamczynski,23
2598,2013-09-04,CA-2013-158099,Paul Knutson,1422
2599,2013-05-03,CA-2013-158155,Edward Hooks,331
2600,2013-01-04,CA-2013-158211,Ben Peterman,109
2601,2013-11-05,CA-2013-158260,Cindy Chapman,686
2602,2013-12-09,CA-2013-158302,Julia Barnett,11
2603,2013-03-05,CA-2013-158358,Eleni McCrary,160
2604,2013-05-18,CA-2013-158435,Arthur Gainer,253
2605,2013-05-31,CA-2013-158547,Justin MacKendrick,124
2606,2013-08-30,CA-2013-158568,Rick Bensley,162
2607,2013-11-19,CA-2013-158575,Sean Braxton,104
2608,2013-09-20,CA-2013-158610,Clytie Kelty,70
2609,2013-09-23,CA-2013-158617,Anna Chung,36
2610,2013-11-11,CA-2013-158694,Arianne Irving,1467
2611,2013-09-06,CA-2013-158778,Dean Braden,1025
2612,2013-01-07,CA-2013-158806,Neoma Murray,49
2613,2013-03-14,CA-2013-158834,Tamara Willingham,361
2614,2013-02-02,CA-2013-158841,Sanjit Engle,8805
2615,2013-08-07,CA-2013-158869,Anna H�berlin,71
2616,2013-10-25,CA-2013-158925,Jennifer Patt,16
2617,2013-09-24,CA-2013-159009,Dave Poirier,198
2618,2013-03-11,CA-2013-159016,Karen Ferguson,4174
2619,2013-11-04,CA-2013-159023,Natalie Webber,184
2620,2013-04-05,CA-2013-159142,Maria Etezadi,178
2621,2013-11-02,CA-2013-159212,Katherine Murray,274
2622,2013-06-18,CA-2013-159345,Ivan Gibson,112
2623,2013-03-14,CA-2013-159373,Liz Thompson,629
2624,2013-11-28,CA-2013-159639,Pamela Coakley,32
2625,2013-05-23,CA-2013-159653,Jeremy Farry,15
2626,2013-04-06,CA-2013-159695,Gary Mitchum,158
2627,2013-09-18,CA-2013-159730,Sanjit Jacobs,219
2628,2013-09-04,CA-2013-159737,Carlos Soltero,9
2629,2013-05-10,CA-2013-159765,Thea Hendricks,28
2630,2013-01-31,CA-2013-159891,Ben Ferrer,1396
2631,2013-08-30,CA-2013-159912,George Bell,420
2632,2013-07-08,CA-2013-159940,Barry Franz�sisch,340
2633,2013-12-10,CA-2013-159989,Emily Burns,41
2634,2013-12-09,CA-2013-160108,Arthur Gainer,1086
2635,2013-11-24,CA-2013-160129,Luke Schmidt,101
2636,2013-11-04,CA-2013-160136,Patrick Jones,9
2637,2013-10-21,CA-2013-160220,Joy Smith,339
2638,2013-06-27,CA-2013-160234,Phillip Flathmann,136
2639,2013-11-30,CA-2013-160241,Daniel Raglin,242
2640,2013-01-02,CA-2013-160304,Brendan Murry,406
2641,2013-09-16,CA-2013-160479,Angele Hood,35
2642,2013-12-31,CA-2013-160486,Evan Henry,72
2643,2013-05-06,CA-2013-160500,Darrin Martin,305
2644,2013-11-26,CA-2013-160535,Barry Pond,883
2645,2013-08-27,CA-2013-160598,Stuart Van,31
2646,2013-06-07,CA-2013-160717,Maria Etezadi,3528
2647,2013-12-12,CA-2013-160745,Anthony Rawles,633
2648,2013-09-06,CA-2013-160815,Toby Ritter,278
2649,2013-07-22,CA-2013-160941,Damala Kotsonis,423
2650,2013-12-04,CA-2013-161025,Gary McGarr,773
2651,2013-06-29,CA-2013-161095,Chris Selesnick,41
2652,2013-05-10,CA-2013-161158,Paul Stevenson,8
2653,2013-08-30,CA-2013-161207,Adam Bellavance,28
2654,2013-03-27,CA-2013-161361,Mark Van Huff,35
2655,2013-12-06,CA-2013-161389,Irene Maddox,408
2656,2013-04-02,CA-2013-161473,Thomas Boland,46
2657,2013-05-11,CA-2013-161543,Roger Demir,12
2658,2013-02-07,CA-2013-161662,Bobby Elias,30
2659,2013-11-08,CA-2013-161669,Eudokia Martin,90
2660,2013-07-19,CA-2013-161676,Jennifer Patt,34
2661,2013-10-22,CA-2013-161746,Carlos Soltero,615
2662,2013-09-30,CA-2013-161781,Chad Cunningham,41
2663,2013-04-29,CA-2013-161816,Nona Balk,385
2664,2013-04-06,CA-2013-161907,Justin Hirsh,888
2665,2013-06-28,CA-2013-161928,Anna Chung,202
2666,2013-03-15,CA-2013-162082,John Stevenson,392
2667,2013-07-19,CA-2013-162110,Nora Paige,56
2668,2013-04-24,CA-2013-162138,Grace Kelly,352
2669,2013-09-17,CA-2013-162159,Corey Roper,122
2670,2013-12-12,CA-2013-162187,Noel Staavos,1253
2671,2013-04-04,CA-2013-162222,Steven Roelle,10
2672,2013-11-05,CA-2013-162236,Elpida Rittenbach,1107
2673,2013-11-28,CA-2013-162313,Victoria Brennan,167
2674,2013-11-11,CA-2013-162348,Ben Ferrer,10
2675,2013-07-01,CA-2013-162355,Philip Fox,1303
2676,2013-09-06,CA-2013-162383,Maribeth Dona,103
2677,2013-12-07,CA-2013-162390,Dave Poirier,1671
2678,2013-07-24,CA-2013-162404,Neil Franz�sisch,11
2679,2013-10-08,CA-2013-162614,Tim Brockman,27
2680,2013-12-28,CA-2013-162726,Meg Tillman,34
2681,2013-05-12,CA-2013-162733,Ted Trevino,6
2682,2013-03-21,CA-2013-162747,Aaron Hawkins,86
2683,2013-03-29,CA-2013-162901,Aaron Smayling,31
2684,2013-07-25,CA-2013-162943,Darren Budd,254
2685,2013-02-08,CA-2013-163048,Mark Haberlin,242
2686,2013-03-22,CA-2013-163153,Dario Medina,101
2687,2013-11-29,CA-2013-163167,Randy Ferguson,2674
2688,2013-08-27,CA-2013-163174,Xylona Preis,187
2689,2013-09-28,CA-2013-163202,Brian Moss,3
2690,2013-10-08,CA-2013-163216,Arthur Wiediger,5
2691,2013-11-05,CA-2013-163328,Tracy Poddar,1465
2692,2013-11-11,CA-2013-163384,Chuck Clark,46
2693,2013-05-04,CA-2013-163398,Christy Brittain,56
2694,2013-11-25,CA-2013-163573,Amy Cox,1220
2695,2013-04-13,CA-2013-163594,Jason Fortune-,250
2696,2013-12-06,CA-2013-163636,Mike Pelletier,4
2697,2013-11-05,CA-2013-163755,Alejandro Savely,210
2698,2013-07-20,CA-2013-163776,Joy Smith,1111
2699,2013-12-03,CA-2013-163804,Deborah Brumfield,2782
2700,2013-01-10,CA-2013-163937,Joy Bell-,25
2701,2013-12-31,CA-2013-163951,Carl Jackson,17
2702,2013-10-18,CA-2013-163972,Michael Granlund,121
2703,2013-09-04,CA-2013-163986,Jennifer Jackson,55
2704,2013-06-13,CA-2013-164035,Craig Reiter,23
2705,2013-09-18,CA-2013-164091,Laura Armstrong,547
2706,2013-09-12,CA-2013-164154,Nick Zandusky,60
2707,2013-09-11,CA-2013-164350,Catherine Glotzbach,68
2708,2013-11-13,CA-2013-164399,Dianna Wilson,878
2709,2013-01-30,CA-2013-164483,Jeremy Farry,17
2710,2013-09-06,CA-2013-164490,Stephanie Ulpright,9
2711,2013-11-20,CA-2013-164511,Doug Jacobs,148
2712,2013-07-30,CA-2013-164574,Ritsa Hightower,732
2713,2013-03-05,CA-2013-164637,Rick Duston,128
2714,2013-05-09,CA-2013-164672,George Bell,212
2715,2013-04-15,CA-2013-164735,Tom Boeckenhauer,81
2716,2013-12-03,CA-2013-164770,Muhammed Yedwab,813
2717,2013-05-02,CA-2013-164784,Herbert Flentye,377
2718,2013-06-04,CA-2013-164889,Christine Phan,71
2719,2013-11-08,CA-2013-164896,Penelope Sewall,13
2720,2013-07-11,CA-2013-164924,Erin Ashbrook,342
2721,2013-02-11,CA-2013-164938,Phillip Breyer,70
2722,2013-02-25,CA-2013-165015,Bruce Degenhardt,47
2723,2013-10-23,CA-2013-165148,Peter McVee,31
2724,2013-06-06,CA-2013-165169,Janet Lee,386
2725,2013-03-06,CA-2013-165218,Rob Williams,162
2726,2013-07-24,CA-2013-165316,Jennifer Braxton,324
2727,2013-12-12,CA-2013-165330,William Brown,1938
2728,2013-11-26,CA-2013-165470,Heather Jas,5
2729,2013-10-24,CA-2013-165484,Heather Kirkland,71
2730,2013-11-25,CA-2013-165561,Clay Rozendal,25
2731,2013-05-16,CA-2013-165673,Michael Nguyen,15
2732,2013-09-27,CA-2013-165820,Dorothy Wardle,13
2733,2013-11-05,CA-2013-165827,Maureen Fritzler,50
2734,2013-06-05,CA-2013-165848,Edward Nazzal,1563
2735,2013-09-11,CA-2013-165918,Bryan Davis,143
2736,2013-08-31,CA-2013-165995,Bruce Geld,387
2737,2013-08-16,CA-2013-166163,Craig Yedwab,75
2738,2013-11-19,CA-2013-166226,Tracy Collins,129
2739,2013-06-25,CA-2013-166240,Dave Hallsten,9
2740,2013-10-25,CA-2013-166275,Sonia Sunley,200
2741,2013-04-17,CA-2013-166282,Pete Kriz,158
2742,2013-10-22,CA-2013-166373,Jill Fjeld,106
2743,2013-05-31,CA-2013-166380,Edward Becker,139
2744,2013-09-03,CA-2013-166429,Toby Gnade,1000
2745,2013-11-05,CA-2013-166443,Lisa Hazard,38
2746,2013-02-20,CA-2013-166485,Alan Hwang,16
2747,2013-11-15,CA-2013-166618,Darren Powers,38
2748,2013-04-15,CA-2013-166625,Jill Matthias,25
2749,2013-09-23,CA-2013-166653,Nora Pelletier,64
2750,2013-04-02,CA-2013-166674,Raymond Buch,561
2751,2013-09-21,CA-2013-166772,Heather Jas,164
2752,2013-01-15,CA-2013-166912,Bill Eplett,82
2753,2013-04-05,CA-2013-167115,Evan Henry,589
2754,2013-08-16,CA-2013-167241,Bill Donatelli,533
2755,2013-10-31,CA-2013-167290,Jason Fortune-,12
2756,2013-05-13,CA-2013-167416,Jill Matthias,55
2757,2013-12-23,CA-2013-167507,Sue Ann Reed,66
2758,2013-03-30,CA-2013-167556,Janet Martin,499
2759,2013-08-13,CA-2013-167584,Lena Cacioppo,6
2760,2013-04-29,CA-2013-167605,Rob Beeghly,30
2761,2013-04-04,CA-2013-167682,Zuschuss Donatelli,331
2762,2013-03-04,CA-2013-167759,Craig Carreira,135
2763,2013-08-22,CA-2013-167983,Rachel Payne,33
2764,2013-01-30,CA-2013-168032,David Flashing,2068
2765,2013-01-25,CA-2013-168046,Jonathan Doherty,832
2766,2013-04-25,CA-2013-168081,Cathy Armstrong,259
2767,2013-09-20,CA-2013-168354,Rick Huthwaite,2545
2768,2013-06-22,CA-2013-168361,Ken Brennan,1
2769,2013-12-21,CA-2013-168536,Stuart Calhoun,66
2770,2013-07-04,CA-2013-168543,Dean Katz,707
2771,2013-09-20,CA-2013-168557,Frank Hawley,9
2772,2013-05-30,CA-2013-168753,Rob Lucas,1003
2773,2013-09-05,CA-2013-168774,Roy Phan,535
2774,2013-11-08,CA-2013-168830,Marina Lichtenstein,480
2775,2013-06-01,CA-2013-168844,Neoma Murray,187
2776,2013-11-04,CA-2013-168893,Arthur Prichep,904
2777,2013-10-21,CA-2013-168921,Andrew Gjertsen,19
2778,2013-02-16,CA-2013-168956,Erin Ashbrook,167
2779,2013-08-09,CA-2013-169026,Corinna Mitchell,23
2780,2013-03-09,CA-2013-169103,Zuschuss Carroll,1466
2781,2013-05-10,CA-2013-169166,Sonia Sunley,94
2782,2013-06-21,CA-2013-169194,Lena Hernandez,67
2783,2013-07-15,CA-2013-169215,Richard Eichhorn,30
2784,2013-10-22,CA-2013-169334,Giulietta Weimer,112
2785,2013-03-11,CA-2013-169663,Rick Huthwaite,3384
2786,2013-12-26,CA-2013-169670,Joe Elijah,2563
2787,2013-12-13,CA-2013-169824,Noel Staavos,107
2788,2013-11-26,CA-2013-169838,Brenda Bowman,1746
2789,2013-10-23,CA-2013-169887,MaryBeth Skach,117
2790,2013-06-12,CA-2013-169922,Mary Zewe,22
2791,2013-05-20,CA-2013-169943,Bradley Nguyen,821
2792,2013-09-27,CA-2013-169957,Steve Nguyen,367
2793,2013-09-05,CA-2013-169971,Ivan Liston,66
2794,2014-11-07,CA-2014-100013,Zuschuss Carroll,30
2795,2014-05-29,CA-2014-100055,Michael Dominguez,153
2796,2014-11-27,CA-2014-100097,Michael Nguyen,1115
2797,2014-09-21,CA-2014-100111,Seth Vernon,7360
2798,2014-09-08,CA-2014-100160,Cassandra Brandow,50
2799,2014-01-01,CA-2014-100202,Brian DeCherney,302
2800,2014-07-06,CA-2014-100223,Linda Southworth,396
2801,2014-12-12,CA-2014-100230,Allen Armold,150
2802,2014-10-16,CA-2014-100237,Stuart Van,12
2803,2014-09-30,CA-2014-100314,Ann Steele,372
2804,2014-09-08,CA-2014-100335,Nicole Fjeld,73
2805,2014-10-22,CA-2014-100356,Susan Pistek,24
2806,2014-06-25,CA-2014-100384,Nicole Hansen,421
2807,2014-12-23,CA-2014-100412,Sharelle Roach,142
2808,2014-06-05,CA-2014-100426,Dan Campbell,12
2809,2014-08-12,CA-2014-100433,Sanjit Jacobs,26
2810,2014-04-01,CA-2014-100524,Chad McGuire,782
2811,2014-08-14,CA-2014-100580,Michael Kennedy,36
2812,2014-11-17,CA-2014-100601,Jay Kimmel,49
2813,2014-04-21,CA-2014-100615,Sarah Jordon,347
2814,2014-11-04,CA-2014-100622,Dave Kipp,1031
2815,2014-06-27,CA-2014-100636,Denny Ordway,273
2816,2014-06-30,CA-2014-100650,Dean Katz,1296
2817,2014-05-14,CA-2014-100748,Ross Baird,58
2818,2014-09-05,CA-2014-100783,Julie Kriz,30
2819,2014-11-22,CA-2014-100811,Cindy Chapman,48
2820,2014-09-10,CA-2014-100825,Keith Dawkins,100
2821,2014-11-18,CA-2014-100902,Clytie Kelty,699
2822,2014-06-10,CA-2014-100951,Noah Childs,721
2823,2014-08-30,CA-2014-101014,Rick Wilson,148
2824,2014-11-20,CA-2014-101042,Adrian Barton,844
2825,2014-06-22,CA-2014-101049,Alan Shonely,59
2826,2014-03-26,CA-2014-101077,Duane Benoit,7
2827,2014-09-05,CA-2014-101182,Katrina Bavinger,56
2828,2014-08-26,CA-2014-101210,Don Weiss,13
2829,2014-11-28,CA-2014-101245,Lindsay Williams,411
2830,2014-08-28,CA-2014-101273,Shui Tom,14
2831,2014-10-03,CA-2014-101308,Frank Gastineau,94
2832,2014-12-29,CA-2014-101322,Jason Gross,341
2833,2014-06-21,CA-2014-101434,Toby Ritter,250
2834,2014-07-30,CA-2014-101483,Anna Gayman,61
2835,2014-09-29,CA-2014-101574,Bruce Degenhardt,9
2836,2014-10-23,CA-2014-101581,David Wiener,177
2837,2014-03-25,CA-2014-101637,Ann Chong,13
2838,2014-11-26,CA-2014-101665,Tracy Zic,5
2839,2014-04-24,CA-2014-101700,Sean O'Donnell,30
2840,2014-08-20,CA-2014-101728,Sonia Cooley,2
2841,2014-10-04,CA-2014-101749,Aaron Smayling,171
2842,2014-12-12,CA-2014-101798,Mike Vittorini,63
2843,2014-12-02,CA-2014-101805,Sally Hughsby,628
2844,2014-11-25,CA-2014-101945,Greg Tran,11
2845,2014-03-01,CA-2014-101959,Duane Benoit,18
2846,2014-12-19,CA-2014-102099,Emily Phan,52
2847,2014-07-14,CA-2014-102155,Rick Reed,374
2848,2014-12-21,CA-2014-102197,David Kendrick,364
2849,2014-05-02,CA-2014-102204,Caroline Jumper,3741
2850,2014-09-03,CA-2014-102218,Luke Weiss,12
2851,2014-12-01,CA-2014-102267,Stuart Calhoun,2
2852,2014-09-24,CA-2014-102309,Doug O'Connell,213
2853,2014-06-14,CA-2014-102337,Shirley Daniels,683
2854,2014-12-03,CA-2014-102379,Brenda Bowman,1379
2855,2014-12-10,CA-2014-102407,Alyssa Tate,1096
2856,2014-05-16,CA-2014-102414,Joseph Airdo,50
2857,2014-11-28,CA-2014-102519,Brian Moss,191
2858,2014-06-12,CA-2014-102554,Kristina Nunn,4
2859,2014-11-05,CA-2014-102610,Christina Anderson,248
2860,2014-12-10,CA-2014-102659,Luke Weiss,55
2861,2014-10-27,CA-2014-102729,Benjamin Farhat,56
2862,2014-09-06,CA-2014-102736,Liz Preis,177
2863,2014-09-05,CA-2014-102750,Greg Maxwell,1322
2864,2014-04-01,CA-2014-102771,Denny Ordway,85
2865,2014-05-08,CA-2014-102820,Carlos Soltero,420
2866,2014-03-10,CA-2014-102834,Lindsay Williams,200
2867,2014-11-06,CA-2014-102925,Christina DeMoss,796
2868,2014-07-01,CA-2014-102946,Victor Preis,76
2869,2014-09-23,CA-2014-102967,Michael Granlund,67
2870,2014-09-20,CA-2014-102974,Dave Poirier,190
2871,2014-11-04,CA-2014-103009,Patrick Jones,26
2872,2014-10-21,CA-2014-103065,Pete Takahito,60
2873,2014-11-24,CA-2014-103156,Tamara Dahlen,24
2874,2014-10-14,CA-2014-103212,Michelle Huthwaite,1542
2875,2014-11-28,CA-2014-103352,Resi P�lking,114
2876,2014-11-22,CA-2014-103380,Barry Franz,740
2877,2014-12-04,CA-2014-103415,Mark Van Huff,14
2878,2014-12-18,CA-2014-103443,Annie Thurman,316
2879,2014-07-22,CA-2014-103478,Kelly Lampkin,97
2880,2014-11-21,CA-2014-103499,Erica Smith,210
2881,2014-07-24,CA-2014-103506,Lisa Ryan,41
2882,2014-09-24,CA-2014-103520,Maya Herman,9
2883,2014-09-13,CA-2014-103611,Jessica Myrick,8
2884,2014-11-25,CA-2014-103765,Jason Gross,14
2885,2014-09-08,CA-2014-103877,Robert Dilbeck,1578
2886,2014-12-02,CA-2014-103968,Max Ludwig,630
2887,2014-10-08,CA-2014-104003,Debra Catini,308
2888,2014-04-24,CA-2014-104010,Tamara Dahlen,55
2889,2014-08-30,CA-2014-104024,Michael Dominguez,9
2890,2014-12-06,CA-2014-104066,Quincy Jones,205
2891,2014-03-09,CA-2014-104080,Alan Hwang,175
2892,2014-12-03,CA-2014-104108,Roy Phan,12
2893,2014-11-02,CA-2014-104136,Sandra Flanagan,231
2894,2014-01-31,CA-2014-104220,Benjamin Venier,340
2895,2014-05-14,CA-2014-104318,Frank Hawley,21
2896,2014-12-17,CA-2014-104381,Ross DeVincentis,33
2897,2014-07-06,CA-2014-104388,Damala Kotsonis,80
2898,2014-05-13,CA-2014-104577,Chloris Kastensmidt,88
2899,2014-01-25,CA-2014-104619,Keith Dawkins,413
2900,2014-11-11,CA-2014-104640,Frank Hawley,1362
2901,2014-02-24,CA-2014-104647,Clytie Kelty,37
2902,2014-07-22,CA-2014-104731,Anne McFarland,952
2903,2014-05-30,CA-2014-104745,Guy Thornton,79
2904,2014-02-14,CA-2014-104801,Fred Harton,914
2905,2014-10-21,CA-2014-104822,Rick Bensley,25
2906,2014-06-14,CA-2014-104850,Tamara Willingham,291
2907,2014-11-19,CA-2014-104864,Jim Sink,553
2908,2014-03-03,CA-2014-104885,Dorothy Badders,627
2909,2014-02-14,CA-2014-104906,Jennifer Patt,18
2910,2014-11-19,CA-2014-104913,Dave Kipp,75
2911,2014-12-23,CA-2014-104927,Alex Grayson,108
2912,2014-07-08,CA-2014-105053,Christine Sundaresam,17
2913,2014-06-25,CA-2014-105074,Maria Bertelson,22
2914,2014-11-22,CA-2014-105130,Patrick Jones,52
2915,2014-11-05,CA-2014-105144,Sam Zeldin,24
2916,2014-03-26,CA-2014-105193,John Lee,11
2917,2014-06-17,CA-2014-105214,Troy Staebel,1232
2918,2014-12-06,CA-2014-105235,Suzanne McNair,335
2919,2014-08-21,CA-2014-105326,Kean Thornton,26
2920,2014-12-01,CA-2014-105333,Victor Preis,899
2921,2014-03-20,CA-2014-105410,Natalie DeCherney,977
2922,2014-02-21,CA-2014-105445,Bart Pistole,9
2923,2014-12-21,CA-2014-105480,Dean Katz,13
2924,2014-10-09,CA-2014-105487,Chris Selesnick,420
2925,2014-11-25,CA-2014-105543,Brooke Gillingham,33
2926,2014-12-26,CA-2014-105620,Jennifer Halladay,141
2927,2014-09-18,CA-2014-105669,Sanjit Jacobs,1750
2928,2014-02-21,CA-2014-105809,Helen Wasserman,238
2929,2014-06-23,CA-2014-105823,Rick Bensley,488
2930,2014-03-14,CA-2014-105851,Sanjit Engle,1332
2931,2014-12-19,CA-2014-105886,Duane Benoit,19
2932,2014-10-03,CA-2014-105914,Paul Van Hugh,1687
2933,2014-08-15,CA-2014-105921,Janet Martin,418
2934,2014-05-06,CA-2014-105991,Lisa Hazard,121
2935,2014-10-16,CA-2014-106033,Frank Gastineau,88
2936,2014-07-13,CA-2014-106047,Cari Schnelling,4
2937,2014-10-24,CA-2014-106068,Randy Bradley,338
2938,2014-06-11,CA-2014-106103,Sean Christensen,133
2939,2014-09-19,CA-2014-106180,Sally Hughsby,163
2940,2014-04-03,CA-2014-106355,Alyssa Tate,11
2941,2014-10-20,CA-2014-106432,Christina Anderson,330
2942,2014-08-13,CA-2014-106537,Rick Hansen,21
2943,2014-11-07,CA-2014-106691,Christopher Conant,1
2944,2014-07-04,CA-2014-106747,Tony Sayre,102
2945,2014-12-22,CA-2014-106782,Liz Preis,375
2946,2014-07-08,CA-2014-106824,Annie Thurman,6
2947,2014-06-02,CA-2014-106831,Fred Harton,190
2948,2014-06-21,CA-2014-106852,Shui Tom,36
2949,2014-03-14,CA-2014-106859,Benjamin Farhat,780
2950,2014-11-15,CA-2014-106943,Frank Olsen,9
2951,2014-12-18,CA-2014-106964,Hallie Redmond,12
2952,2014-11-28,CA-2014-107125,Bill Donatelli,136
2953,2014-06-27,CA-2014-107132,Scott Cohen,913
2954,2014-06-11,CA-2014-107167,Neil Ducich,1348
2955,2014-11-07,CA-2014-107174,Adam Bellavance,2595
2956,2014-07-28,CA-2014-107209,Joni Wasserman,195
2957,2014-09-08,CA-2014-107244,Allen Goldenen,20
2958,2014-04-07,CA-2014-107265,Max Ludwig,106
2959,2014-09-06,CA-2014-107293,Christopher Schild,3
2960,2014-12-01,CA-2014-107314,Maria Zettner,26
2961,2014-09-01,CA-2014-107321,Arthur Wiediger,696
2962,2014-12-18,CA-2014-107342,Vicky Freymann,28
2963,2014-12-22,CA-2014-107461,Pete Kriz,24
2964,2014-01-02,CA-2014-107503,Guy Armstrong,49
2965,2014-02-06,CA-2014-107517,Fred Chung,2012
2966,2014-05-06,CA-2014-107552,Arianne Irving,7
2967,2014-12-15,CA-2014-107629,Dave Brooks,457
2968,2014-03-14,CA-2014-107713,Joy Bell-,174
2969,2014-11-07,CA-2014-107720,Valerie Mitchum,46
2970,2014-10-20,CA-2014-107727,Matt Abelman,29
2971,2014-12-11,CA-2014-107748,Alex Grayson,109
2972,2014-05-09,CA-2014-107797,Ed Braxton,41
2973,2014-11-19,CA-2014-107825,Nona Balk,143
2974,2014-11-24,CA-2014-107832,Frank Hawley,7
2975,2014-05-27,CA-2014-107853,Carlos Daly,13
2976,2014-11-22,CA-2014-107874,Scott Williamson,27
2977,2014-09-02,CA-2014-107909,Sung Shariari,43
2978,2014-07-03,CA-2014-107958,Adrian Hane,169
2979,2014-12-14,CA-2014-107986,Mitch Webber,31
2980,2014-01-13,CA-2014-108000,Linda Southworth,10
2981,2014-11-30,CA-2014-108035,Ted Trevino,492
2982,2014-04-17,CA-2014-108070,Joel Eaton,309
2983,2014-11-17,CA-2014-108091,Eileen Kiefer,23
2984,2014-11-16,CA-2014-108112,Dana Kaydos,559
2985,2014-12-19,CA-2014-108287,Alex Grayson,13
2986,2014-12-11,CA-2014-108294,Lindsay Shagiari,35
2987,2014-05-01,CA-2014-108322,Saphhira Shifley,26
2988,2014-12-10,CA-2014-108329,Laurel Elliston,445
2989,2014-06-13,CA-2014-108441,Sarah Bern,955
2990,2014-03-22,CA-2014-108539,Steven Cartwright,745
2991,2014-04-24,CA-2014-108553,Sally Knutson,245
2992,2014-07-09,CA-2014-108560,Jenna Caffey,1058
2993,2014-10-08,CA-2014-108574,Mike Gockenbach,1325
2994,2014-09-13,CA-2014-108749,Don Jones,91
2995,2014-12-26,CA-2014-108756,Patrick O'Donnell,32
2996,2014-07-28,CA-2014-108791,Tony Molinari,559
2997,2014-12-09,CA-2014-108854,Denise Monton,244
2998,2014-09-25,CA-2014-108910,Kelly Collister,103
2999,2014-09-15,CA-2014-108931,Henia Zydlo,20
3000,2014-02-18,CA-2014-109085,Christine Kargatis,1449
3001,2014-10-07,CA-2014-109099,Muhammed MacIntyre,41
3002,2014-12-05,CA-2014-109183,Lena Radford,649
3003,2014-04-05,CA-2014-109211,Penelope Sewall,17
3004,2014-07-01,CA-2014-109393,John Castell,436
3005,2014-12-22,CA-2014-109589,Brian Derr,71
3006,2014-12-03,CA-2014-109701,Alice McCarthy,179
3007,2014-12-10,CA-2014-109715,Angele Hood,16
3008,2014-07-23,CA-2014-109750,Fred Hopkins,30
3009,2014-09-05,CA-2014-109757,Maribeth Dona,50
3010,2014-07-17,CA-2014-109778,Valerie Mitchum,3
3011,2014-04-17,CA-2014-109946,Paul Lucas,17
3012,2014-12-10,CA-2014-109960,Dean Braden,188
3013,2014-05-02,CA-2014-110198,Arthur Gainer,319
3014,2014-05-02,CA-2014-110212,Sanjit Jacobs,49
3015,2014-10-28,CA-2014-110310,Nona Balk,69
3016,2014-10-28,CA-2014-110373,Matt Abelman,34
3017,2014-09-03,CA-2014-110380,Phillip Flathmann,7
3018,2014-11-04,CA-2014-110429,Darrin Martin,12
3019,2014-11-22,CA-2014-110443,Chloris Kastensmidt,1243
3020,2014-03-05,CA-2014-110478,Sung Pak,25
3021,2014-12-24,CA-2014-110625,Julia Barnett,27
3022,2014-08-08,CA-2014-110821,Chloris Kastensmidt,238
3023,2014-11-12,CA-2014-110842,Guy Armstrong,152
3024,2014-03-08,CA-2014-110884,Shahid Hopkins,118
3025,2014-09-11,CA-2014-110905,Robert Waldorf,809
3026,2014-11-20,CA-2014-110926,Dorothy Dickinson,25
3027,2014-07-24,CA-2014-110940,Annie Zypern,122
3028,2014-06-16,CA-2014-111178,Tamara Dahlen,20
3029,2014-09-03,CA-2014-111220,Jill Stevenson,258
3030,2014-10-29,CA-2014-111262,Keith Herrera,66
3031,2014-06-17,CA-2014-111269,Christine Sundaresam,504
3032,2014-05-21,CA-2014-111332,Nat Carroll,892
3033,2014-02-25,CA-2014-111374,Christy Brittain,5
3034,2014-09-03,CA-2014-111388,Stephanie Ulpright,216
3035,2014-11-21,CA-2014-111556,Carlos Daly,1560
3036,2014-10-17,CA-2014-111577,Anthony Jacobs,308
3037,2014-03-22,CA-2014-111591,Paul Stevenson,425
3038,2014-07-04,CA-2014-111647,Rob Dowd,168
